epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,1325.06,1.01172,0.63843,1.24203,0.93243,0.92251,0.95831,0.66165,1.13203,0.51836,1.31702,0.0004753,0.0004753,0.0004753
55,1348.99,1.01018,0.63873,1.25104,0.93988,0.92373,0.9605,0.66641,1.12903,0.50945,1.32105,0.0004654,0.0004654,0.0004654
56,1373.2,1.00247,0.62826,1.24636,0.93711,0.92269,0.96003,0.66716,1.12455,0.50666,1.30462,0.0004555,0.0004555,0.0004555
57,1397.46,0.99656,0.62076,1.23751,0.93751,0.9223,0.95496,0.66681,1.12546,0.51669,1.31003,0.0004456,0.0004456,0.0004456
58,1421.57,0.98558,0.61998,1.24078,0.94268,0.92868,0.95942,0.67054,1.11412,0.4971,1.31498,0.0004357,0.0004357,0.0004357
59,1446.13,0.98823,0.61783,1.23753,0.93492,0.9357,0.96439,0.6662,1.12722,0.50187,1.31447,0.0004258,0.0004258,0.0004258
60,1470.18,0.97788,0.61701,1.23383,0.94046,0.93027,0.96376,0.67103,1.11743,0.50754,1.31325,0.0004159,0.0004159,0.0004159
61,1494.75,0.9749,0.60437,1.23057,0.94127,0.92843,0.96171,0.67353,1.11234,0.49813,1.30427,0.000406,0.000406,0.000406
62,1519.28,0.97223,0.59792,1.22764,0.93919,0.92906,0.9643,0.67424,1.10898,0.49467,1.30406,0.0003961,0.0003961,0.0003961
63,1543.45,0.96872,0.60297,1.21949,0.94159,0.93412,0.96295,0.66775,1.10655,0.48916,1.31004,0.0003862,0.0003862,0.0003862
64,1567.7,0.96575,0.59613,1.2217,0.93293,0.93064,0.95918,0.66895,1.11841,0.49719,1.31666,0.0003763,0.0003763,0.0003763
65,1592.09,0.96,0.58326,1.21131,0.93668,0.93589,0.96565,0.67434,1.10921,0.49037,1.31425,0.0003664,0.0003664,0.0003664
66,1616.76,0.95044,0.58829,1.21972,0.93833,0.93071,0.96424,0.67862,1.10538,0.48608,1.29584,0.0003565,0.0003565,0.0003565
67,1641.41,0.96087,0.58513,1.21247,0.93539,0.93767,0.96565,0.67428,1.12863,0.48884,1.31728,0.0003466,0.0003466,0.0003466
68,1665.66,0.9605,0.58422,1.21373,0.93085,0.93543,0.96098,0.6715,1.11903,0.49383,1.30311,0.0003367,0.0003367,0.0003367
69,1690.11,0.93384,0.57321,1.20039,0.94366,0.93727,0.96578,0.67782,1.10329,0.47871,1.29811,0.0003268,0.0003268,0.0003268
70,1714.64,0.94049,0.57354,1.2042,0.94589,0.93245,0.9657,0.67566,1.10325,0.48342,1.30248,0.0003169,0.0003169,0.0003169
71,1739.02,0.92728,0.56379,1.2005,0.94811,0.93002,0.96332,0.67597,1.10289,0.48228,1.30915,0.000307,0.000307,0.000307
72,1763.11,0.92873,0.56013,1.19486,0.93362,0.9398,0.9631,0.67737,1.10502,0.47765,1.31046,0.0002971,0.0002971,0.0002971
73,1787.72,0.92165,0.55657,1.19012,0.94126,0.94155,0.96329,0.68047,1.10543,0.4768,1.3118,0.0002872,0.0002872,0.0002872
74,1811.63,0.90849,0.53623,1.18742,0.93075,0.94221,0.96009,0.6768,1.10465,0.47766,1.30816,0.0002773,0.0002773,0.0002773
75,1834.94,0.91253,0.55169,1.189,0.93921,0.93179,0.96331,0.67949,1.10169,0.47826,1.29908,0.0002674,0.0002674,0.0002674
76,1858.98,0.90776,0.54814,1.18287,0.93542,0.93907,0.96348,0.67903,1.10532,0.47697,1.30214,0.0002575,0.0002575,0.0002575
77,1883.05,0.89709,0.5383,1.18823,0.94314,0.94192,0.96577,0.68216,1.09479,0.47531,1.29722,0.0002476,0.0002476,0.0002476
78,1907.6,0.89446,0.53529,1.16922,0.93963,0.94077,0.96346,0.6816,1.09277,0.46844,1.30154,0.0002377,0.0002377,0.0002377
79,1932.05,0.88622,0.53247,1.17374,0.93814,0.93828,0.96415,0.68306,1.09774,0.46713,1.29898,0.0002278,0.0002278,0.0002278
80,1955.72,0.89924,0.53287,1.17777,0.94486,0.93823,0.96294,0.68356,1.09353,0.46569,1.29689,0.0002179,0.0002179,0.0002179
81,1980.41,0.88029,0.52497,1.17181,0.93694,0.94136,0.96384,0.68222,1.09752,0.46978,1.30317,0.000208,0.000208,0.000208
82,2004.36,0.86826,0.51652,1.16299,0.94378,0.94287,0.96325,0.68058,1.09953,0.46587,1.30609,0.0001981,0.0001981,0.0001981
83,2028.58,0.86855,0.51501,1.15953,0.94311,0.94361,0.96602,0.6839,1.09544,0.46397,1.3058,0.0001882,0.0001882,0.0001882
84,2053.15,0.86883,0.51589,1.16646,0.94624,0.93749,0.96511,0.68327,1.09424,0.46279,1.29797,0.0001783,0.0001783,0.0001783
85,2077.05,0.87254,0.51722,1.16334,0.9367,0.94125,0.96381,0.68183,1.09529,0.46798,1.29754,0.0001684,0.0001684,0.0001684
86,2101.29,0.85746,0.50408,1.15312,0.94331,0.94246,0.96608,0.68179,1.10087,0.46595,1.30243,0.0001585,0.0001585,0.0001585
87,2125.53,0.86401,0.50868,1.15444,0.94247,0.93508,0.96546,0.68172,1.10149,0.46531,1.30284,0.0001486,0.0001486,0.0001486
88,2149.45,0.84594,0.49449,1.14892,0.93949,0.93993,0.96505,0.68245,1.09842,0.46378,1.30106,0.0001387,0.0001387,0.0001387
89,2173.8,0.84957,0.49531,1.15421,0.94584,0.93909,0.96544,0.68075,1.1002,0.46041,1.3058,0.0001288,0.0001288,0.0001288
90,2197.96,0.85828,0.50526,1.15085,0.94794,0.93817,0.96441,0.68174,1.10368,0.46114,1.30743,0.0001189,0.0001189,0.0001189
91,2223.91,0.8462,0.39944,1.16869,0.94155,0.93628,0.96282,0.67652,1.10463,0.46373,1.30479,0.000109,0.000109,0.000109
92,2247.87,0.81862,0.38468,1.14855,0.9432,0.94378,0.96464,0.67528,1.10037,0.46033,1.30512,9.91e-05,9.91e-05,9.91e-05
93,2272.02,0.81171,0.37672,1.14481,0.93997,0.94033,0.96383,0.67655,1.10052,0.46529,1.30535,8.92e-05,8.92e-05,8.92e-05
94,2295.99,0.80185,0.37419,1.13737,0.94033,0.94212,0.96462,0.67936,1.09634,0.46612,1.30444,7.93e-05,7.93e-05,7.93e-05
95,2320.05,0.78806,0.36948,1.13405,0.93512,0.94644,0.96504,0.67999,1.0979,0.46224,1.30703,6.94e-05,6.94e-05,6.94e-05
96,2344.13,0.78645,0.36641,1.12979,0.93724,0.95093,0.9678,0.68124,1.09711,0.46087,1.30776,5.95e-05,5.95e-05,5.95e-05
97,2368.27,0.77462,0.36222,1.11802,0.94009,0.94843,0.96581,0.68162,1.0959,0.45978,1.30859,4.96e-05,4.96e-05,4.96e-05
98,2392.37,0.77094,0.35995,1.11368,0.94175,0.94745,0.96569,0.68227,1.09671,0.45996,1.31052,3.97e-05,3.97e-05,3.97e-05
99,2416.76,0.76775,0.35454,1.11061,0.94556,0.94378,0.96591,0.68306,1.09363,0.46018,1.30725,2.98e-05,2.98e-05,2.98e-05
100,2440.45,0.75748,0.35429,1.11031,0.94545,0.94486,0.96596,0.68411,1.09244,0.45909,1.3065,1.99e-05,1.99e-05,1.99e-05
